,title,price,link
96,"Lenovo IdeaPad 1 AMD Ryzen 3 7320U 15.6"" HD Thin and Light Laptop (8 GB/512GB SDD/Windows 11 Home/Office 2021/1Yr ADP Free/Cloud Grey/1.58Kg), 82VG00EVIN  ","29,790",https://amazon.in//Lenovo-IdeaPad-Windows-Warranty-82VG00EVIN/dp/B0CJLP39RS/ref=sr_1_150?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-150
97,"ASUS TUF Gaming F17, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) FHD 165Hz, Gaming Laptop (16GB/1TB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.60 kg), FX706HF-NY039W  ","64,400",https://amazon.in//ASUS-i5-11400H-17-3-inch-GeForce-FX706HF-NY039W/dp/B0D3LZPSD7/ref=sr_1_151?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-151
98,"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics), Black  ","14,914",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR4BGGNX/ref=sr_1_152?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-152
99,JioBook 11 Android 4G Laptop (Mediatek 8788 Octa-core 2 GHz/ARM Mali G72 MP3 @800 MHz/29.5cms 60 Hz/Thin and Light Laptop/ 4 GB LPDDR4/ 64 GB eMMC/JioOS/Dual Band Wi-Fi/Blue/ 990 GMS)/Office Included  ,"15,599",https://amazon.in//JioBook-Octa-Core-LPDDR4-JioOS-Expandable/dp/B0CKX9PY1H/ref=sr_1_153?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-153
100,"HP 245 G9 AMD Processor Ryzen 3 3250U Dual Core - (8 GB/512 GB SSD/DOS) 841W7PA Thin and Light Laptop (14 inch, Silver, 1.47 kg)  ","25,980",https://amazon.in//HP-245-G9-Processor-Ryzen/dp/B0CRDSC9CC/ref=sr_1_154?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-154
101,"HP Laptop 15,12th Gen Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,512 GB SSD,Windows 11,MSO,Dual Speakers,1.69 kg,Natural Silver,15s-fq5326TU  ","36,480",https://amazon.in//HP-i3-1215U-Anti-Glare-Speakers-15s-fq5326TU/dp/B0CYQ257C1/ref=sr_1_16?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZqjkwr89_P1eZfoLF5mgcxAXUNROBVNK5LTVCuIKMZcdqwiaLKg-Cm-nYFMIHlqy34lm5Ha_j5K0wTyLsFqdYgRF9mGa2ephpPLr_pqF88Z4jczcXXIdm3oQyyWGHO7OryJgSySFas7aDDjJhwXO9_Myv2n5lOAQlzq-jngStoiwr0YLz7suyEcVo0olvdDUUeP4w41UKWMj2JtYxyI6Ux8.Q1QN1dzFFgNtSmqoJnfQhkuzg6KI5EDPvfZxO6iis3M&dib_tag=se&keywords=laptop&qid=1723917965&sprefix=lapt%2Caps%2C239&sr=8-16
102,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6"" (39.6cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/1 Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83ER008DIN  ","51,990",https://amazon.in//Lenovo-IdeaPad-i5-12450H-Warranty-83ER008DIN/dp/B0CNVH114V/ref=sr_1_155?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-155
103,"HP Laptop 14, 13th Gen Intel Core i3-1315U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, FHD Camera w/Privacy Shutter, Thin & Light (Win 11, MSO 2021, Blue, 1.4 kg), gr0000TU  ","40,990",https://amazon.in//HP-i3-1315U-14-inch-Graphics-gr0000TU/dp/B0C9DL7THT/ref=sr_1_156?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-156
104,"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.38 kg), E1404FA-NK522WS  ","36,990",https://amazon.in//ASUS-Vivobook-14-inch-Windows-E1404FA-NK522WS/dp/B0BTWFM4FS/ref=sr_1_157?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-157
105,"MSI Thin 15, Intel 12th Gen. Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB /Cosmos Gray/1.86Kg), B12UC-1692IN  ","59,990",https://amazon.in//MSI-i5-12450H-Windows-GeForce-B12UC-1692IN/dp/B0CV9P2BB8/ref=sr_1_158?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-158
106,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 3050 Graphics 6 GB VRAM, 144Hz Display (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51  ","69,990",https://amazon.in//Acer-i5-13420H-Graphics-Display-ANV15-51/dp/B0CQP1T2VW/ref=sr_1_159?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-159
107,"(Refurbished) Dell Latitude 5490 Business 7th Gen Laptop PC (Intel Core i5-7300U, 8GB Ram, 256GB SSD, Camera, WiFi, Bluetooth) Win 10 Pro  ","16,979",https://amazon.in//Dell-Latitude-Bluetooth-Certified-Refurbished/dp/B07JYT4PZR/ref=sr_1_160?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-160
108,(Refurbished) Dell Latitude 7480 14in FHD Laptop PC - Intel Core i7-6600U 2.6GHz 16GB 512GB SSD Windows 10 Professional  ,"27,384",https://amazon.in//Dell-Latitude-7480-14in-Laptop/dp/B077T4MYJY/ref=sr_1_161?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-161
109,"(Renewed) HP Chromebook C640 10th Gen Intel Core i5 FHD Thin & Light Touchscreen Laptop (8 GB DDR4 RAM/64 GB eMMC SSD + 256 GB MicroSD Card/14"" (35.6 cm) FHD/Chrome OS/WiFi/BT/Webcam/Intel Graphics)  ","17,800",https://amazon.in//Refurbished-HP-Chromebook-Touchscreen-Graphics/dp/B0C58FJPJB/ref=sr_1_162?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.Q0MUM-AYukbhPdq_rMF8O0aHW49d0G07ceKKH14DtbLdWqwoxL6jjXcQia4QgBqvj7zordh2luHSsllayRQANKpqsDcqCBraSz8o8sKdPlCuw1XTuEsfrY757yCCV1hk-aj1OuGLRLQRkGHlMe9QxdarBQeQSx9CnhdEpZTYwpaQU1_mV_vNHsuwLQGwcyY2Ck73EN8LFs0oO21VCVMyjHrP90e6_tji88opFHzUO2k.3v63JbHcW6HnJk0N0UGfk3ivJrQgmDz26nivZoduj9o&dib_tag=se&keywords=laptop&qid=1723918009&sprefix=lapt%2Caps%2C239&sr=8-162
110,"(Refurbished) Fujitsu Laptop H770 Intel Core i7-7th Gen Xeon E3-1505M V6 @ 3.0 Ghz Processor4GB Nvidia Quadro M2200 Graphic (8GB RAM/128GB SSD/15.6"" FHD (1080p)/Win 10/BT/ Numeric Keypad/ Silver)  ","24,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMDAzNTI2MzAxNDk1OTY3OjE3MjM5MTgwMTQ6c3BfYXRmX25leHQ6MzAwMjg2MzcwMTc1ODMyOjowOjo&url=%2FRefurbished-Fujitsu-E3-1505M-Processor4GB-Graphic%2Fdp%2FB0DC463T7N%2Fref%3Dsr_1_161_sspa%3Fcrid%3D31YSUI75O8L51%26dib%3DeyJ2IjoiMSJ9.bil7PyhflKeYnKD4pVgkFRZBFcYnPnFlbf27W7eeTfkgJHI9drVh75jZiXEMnSCF-KYB5m7lcgHE7ZNGwAg293CQ5iyhdgMT5GvruBOSHsqWjaDyLhT2ieIIfYbMdvMhi2I0UYMYH-qhG2eAq-ExlpAN_nrwNQNBOvvN1F2jP9oXvDSAnGRaaoDVWjnTWLD0XInqTw7vjIElmvHCq6jrRWfjGH13N7pdTtpBfUPMQXk.c0VBoUG7GLnIKEeVIthrt4kzEoXi2YvviNrt31JkBwI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1723918014%26sprefix%3Dlapt%252Caps%252C239%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
111,"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 64 GB Ram & 2TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","69,490",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMDAzNTI2MzAxNDk1OTY3OjE3MjM5MTgwMTQ6c3BfYXRmX25leHQ6MzAwMTQ4NTM0ODc1MzMyOjowOjo&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXR9HQM%2Fref%3Dsr_1_162_sspa%3Fcrid%3D31YSUI75O8L51%26dib%3DeyJ2IjoiMSJ9.bil7PyhflKeYnKD4pVgkFRZBFcYnPnFlbf27W7eeTfkgJHI9drVh75jZiXEMnSCF-KYB5m7lcgHE7ZNGwAg293CQ5iyhdgMT5GvruBOSHsqWjaDyLhT2ieIIfYbMdvMhi2I0UYMYH-qhG2eAq-ExlpAN_nrwNQNBOvvN1F2jP9oXvDSAnGRaaoDVWjnTWLD0XInqTw7vjIElmvHCq6jrRWfjGH13N7pdTtpBfUPMQXk.c0VBoUG7GLnIKEeVIthrt4kzEoXi2YvviNrt31JkBwI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1723918014%26sprefix%3Dlapt%252Caps%252C239%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
112,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU  ","29,990",https://amazon.in//HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_3?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZqjkwr89_P1eZfoLF5mgcxAXUNROBVNK5LTVCuIKMZcdqwiaLKg-Cm-nYFMIHlqy34lm5Ha_j5K0wTyLsFqdYgRF9mGa2ephpPLr_pqF88Z4jczcXXIdm3oQyyWGHO7OryJgSySFas7aDDjJhwXO9_Myv2n5lOAQlzq-jngStoiwr0YLz7suyEcVo0olvdDUUeP4w41UKWMj2JtYxyI6Ux8.Q1QN1dzFFgNtSmqoJnfQhkuzg6KI5EDPvfZxO6iis3M&dib_tag=se&keywords=laptop&qid=1723917965&sprefix=lapt%2Caps%2C239&sr=8-3
113,"ZEBRONICS PRO Series Z NBC 3S, Intel Core 12th Gen i3 Processor 8GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180Â° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Midnight Blue,1.76 Kg  ","24,990",https://amazon.in//ZEBRONICS-Processor-15-6-Inch-Display-Midnight/dp/B0CJJ7YZMC/ref=sr_1_17?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.VD-XFhPX3Cbc9vkghsNwZqjkwr89_P1eZfoLF5mgcxAXUNROBVNK5LTVCuIKMZcdqwiaLKg-Cm-nYFMIHlqy34lm5Ha_j5K0wTyLsFqdYgRF9mGa2ephpPLr_pqF88Z4jczcXXIdm3oQyyWGHO7OryJgSySFas7aDDjJhwXO9_Myv2n5lOAQlzq-jngStoiwr0YLz7suyEcVo0olvdDUUeP4w41UKWMj2JtYxyI6Ux8.Q1QN1dzFFgNtSmqoJnfQhkuzg6KI5EDPvfZxO6iis3M&dib_tag=se&keywords=laptop&qid=1723917965&sprefix=lapt%2Caps%2C239&sr=8-17
114,"Lenovo ThinkBook 15 G5 Ryzen 7 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA02NIN  ","48,490",https://amazon.in//Lenovo-ThinkBook-Antiglare-Fingerprint-21JFA02NIN/dp/B0CWLXR29F/ref=sr_1_163?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.bil7PyhflKeYnKD4pVgkFRZBFcYnPnFlbf27W7eeTfkgJHI9drVh75jZiXEMnSCF-KYB5m7lcgHE7ZNGwAg293CQ5iyhdgMT5GvruBOSHsqWjaDyLhT2ieIIfYbMdvMhi2I0UYMYH-qhG2eAq-ExlpAN_nrwNQNBOvvN1F2jP9oXvDSAnGRaaoDVWjnTWLD0XInqTw7vjIElmvHCq6jrRWfjGH13N7pdTtpBfUPMQXk.c0VBoUG7GLnIKEeVIthrt4kzEoXi2YvviNrt31JkBwI&dib_tag=se&keywords=laptop&qid=1723918014&sprefix=lapt%2Caps%2C239&sr=8-163
115,"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon graphics, Backlit KB, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU  ","47,018",https://amazon.in//HP-15-6-inch-Graphics-Speakers-ey2001AU/dp/B0C9DDN2JB/ref=sr_1_164?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.bil7PyhflKeYnKD4pVgkFRZBFcYnPnFlbf27W7eeTfkgJHI9drVh75jZiXEMnSCF-KYB5m7lcgHE7ZNGwAg293CQ5iyhdgMT5GvruBOSHsqWjaDyLhT2ieIIfYbMdvMhi2I0UYMYH-qhG2eAq-ExlpAN_nrwNQNBOvvN1F2jP9oXvDSAnGRaaoDVWjnTWLD0XInqTw7vjIElmvHCq6jrRWfjGH13N7pdTtpBfUPMQXk.c0VBoUG7GLnIKEeVIthrt4kzEoXi2YvviNrt31JkBwI&dib_tag=se&keywords=laptop&qid=1723918014&sprefix=lapt%2Caps%2C239&sr=8-164
116,"(Refurbished) Lenovo Ideapad 3 AMD Ryzen 5 5500U 15.6"" FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11  ","30,166",https://amazon.in//Renewed-Lenovo-Keyboard-Warranty-82KU017KIN/dp/B09QLLNR66/ref=sr_1_165?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.bil7PyhflKeYnKD4pVgkFRZBFcYnPnFlbf27W7eeTfkgJHI9drVh75jZiXEMnSCF-KYB5m7lcgHE7ZNGwAg293CQ5iyhdgMT5GvruBOSHsqWjaDyLhT2ieIIfYbMdvMhi2I0UYMYH-qhG2eAq-ExlpAN_nrwNQNBOvvN1F2jP9oXvDSAnGRaaoDVWjnTWLD0XInqTw7vjIElmvHCq6jrRWfjGH13N7pdTtpBfUPMQXk.c0VBoUG7GLnIKEeVIthrt4kzEoXi2YvviNrt31JkBwI&dib_tag=se&keywords=laptop&qid=1723918014&sprefix=lapt%2Caps%2C239&sr=8-165
117,"(Renewed) DELL Latitude 5490 Core i5 7th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim  ","20,070",https://amazon.in//Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BLVV4J9X/ref=sr_1_166?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.bil7PyhflKeYnKD4pVgkFRZBFcYnPnFlbf27W7eeTfkgJHI9drVh75jZiXEMnSCF-KYB5m7lcgHE7ZNGwAg293CQ5iyhdgMT5GvruBOSHsqWjaDyLhT2ieIIfYbMdvMhi2I0UYMYH-qhG2eAq-ExlpAN_nrwNQNBOvvN1F2jP9oXvDSAnGRaaoDVWjnTWLD0XInqTw7vjIElmvHCq6jrRWfjGH13N7pdTtpBfUPMQXk.c0VBoUG7GLnIKEeVIthrt4kzEoXi2YvviNrt31JkBwI&dib_tag=se&keywords=laptop&qid=1723918014&sprefix=lapt%2Caps%2C239&sr=8-166
118,"Dell 15 Thin & Light Laptop, 13th Gen Intel Core i3-1305U Processor, 8GB DDR4, 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Intel UHD Graphics, Windows 11 + MSO'21, 15 Months McAfee, Black, 1.66kg  ","38,990",https://amazon.in//Dell-i3-1305U-Processor-39-62cm-GraphicsWin/dp/B0CNZ8MDLV/ref=sr_1_167?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.bil7PyhflKeYnKD4pVgkFRZBFcYnPnFlbf27W7eeTfkgJHI9drVh75jZiXEMnSCF-KYB5m7lcgHE7ZNGwAg293CQ5iyhdgMT5GvruBOSHsqWjaDyLhT2ieIIfYbMdvMhi2I0UYMYH-qhG2eAq-ExlpAN_nrwNQNBOvvN1F2jP9oXvDSAnGRaaoDVWjnTWLD0XInqTw7vjIElmvHCq6jrRWfjGH13N7pdTtpBfUPMQXk.c0VBoUG7GLnIKEeVIthrt4kzEoXi2YvviNrt31JkBwI&dib_tag=se&keywords=laptop&qid=1723918014&sprefix=lapt%2Caps%2C239&sr=8-167
119,"AVITA Laptop PURA S102 15.6 INCH CELERON 8GB RAM, 512GB SSD  ","18,590",https://amazon.in//AVITA-Laptop-Intel-Celeron-N4020/dp/B0CLP5C1PK/ref=sr_1_168?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.bil7PyhflKeYnKD4pVgkFRZBFcYnPnFlbf27W7eeTfkgJHI9drVh75jZiXEMnSCF-KYB5m7lcgHE7ZNGwAg293CQ5iyhdgMT5GvruBOSHsqWjaDyLhT2ieIIfYbMdvMhi2I0UYMYH-qhG2eAq-ExlpAN_nrwNQNBOvvN1F2jP9oXvDSAnGRaaoDVWjnTWLD0XInqTw7vjIElmvHCq6jrRWfjGH13N7pdTtpBfUPMQXk.c0VBoUG7GLnIKEeVIthrt4kzEoXi2YvviNrt31JkBwI&dib_tag=se&keywords=laptop&qid=1723918014&sprefix=lapt%2Caps%2C239&sr=8-168
120,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB,MSO,Thin & Light, Dual Speakers (Win 11, Silver, 1.69 kg), fq5330TU  ","50,790",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-speakers/dp/B0CTKHTNWL/ref=sr_1_169?crid=31YSUI75O8L51&dib=eyJ2IjoiMSJ9.bil7PyhflKeYnKD4pVgkFRZBFcYnPnFlbf27W7eeTfkgJHI9drVh75jZiXEMnSCF-KYB5m7lcgHE7ZNGwAg293CQ5iyhdgMT5GvruBOSHsqWjaDyLhT2ieIIfYbMdvMhi2I0UYMYH-qhG2eAq-ExlpAN_nrwNQNBOvvN1F2jP9oXvDSAnGRaaoDVWjnTWLD0XInqTw7vjIElmvHCq6jrRWfjGH13N7pdTtpBfUPMQXk.c0VBoUG7GLnIKEeVIthrt4kzEoXi2YvviNrt31JkBwI&dib_tag=se&keywords=laptop&qid=1723918014&sprefix=lapt%2Caps%2C239&sr=8-169
